HSHD_NUM,BASKET_NUM,DATE,PRODUCT_NUM,SPEND,UNITS
388,10981,2019-06-29 07:00:00,1096,70.79,3
273,53436,2019-06-29 08:00:00,1045,76.04,4
249,28472,2019-06-29 09:00:00,1054,58.87,1
14,29336,2019-06-29 10:00:00,1037,10.65,2
13,35587,2019-06-29 11:00:00,1077,57.66,1
391,87192,2019-06-29 12:00:00,1001,95.39,3
384,94046,2019-06-29 13:00:00,1008,34.86,3
44,63013,2019-06-29 14:00:00,1004,64.33,4
375,94511,2019-06-29 15:00:00,1097,95.98,2
399,19665,2019-06-29 16:00:00,1018,80.0,1
19,37097,2019-06-29 17:00:00,1070,69.14,3
63,62474,2019-06-29 18:00:00,1038,97.14,3
239,81973,2019-06-29 19:00:00,1041,17.89,1
337,35185,2019-06-29 20:00:00,1016,77.5,3
100,85911,2019-06-29 21:00:00,1062,41.28,1
163,40484,2019-06-29 22:00:00,1089,36.68,2
122,55610,2019-06-29 23:00:00,1045,52.55,4
44,60807,2019-06-30 00:00:00,1090,4.34,1
360,60907,2019-06-30 01:00:00,1091,31.94,2
317,67389,2019-06-30 02:00:00,1019,17.46,1
381,35835,2019-06-30 03:00:00,1069,14.73,3
145,63790,2019-06-30 04:00:00,1007,34.4,2
327,86960,2019-06-30 05:00:00,1095,80.42,1
363,19643,2019-06-30 06:00:00,1018,20.91,2
50,85846,2019-06-30 07:00:00,1031,53.61,1
65,28951,2019-06-30 08:00:00,1018,75.12,1
355,25233,2019-06-30 09:00:00,1023,24.86,2
288,23200,2019-06-30 10:00:00,1023,92.5,2
164,62275,2019-06-30 11:00:00,1055,86.78,2
141,97084,2019-06-30 12:00:00,1080,25.87,3
314,86068,2019-06-30 13:00:00,1017,98.97,4
128,99001,2019-06-30 14:00:00,1011,67.25,1
398,31291,2019-06-30 15:00:00,1040,29.32,1
368,52448,2019-06-30 16:00:00,1086,68.42,2
239,40580,2019-06-30 17:00:00,1047,66.96,1
324,31346,2019-06-30 18:00:00,1081,61.01,4
296,20619,2019-06-30 19:00:00,1063,71.46,4
187,11766,2019-06-30 20:00:00,1015,27.56,1
208,13549,2019-06-30 21:00:00,1079,97.92,1
220,28693,2019-06-30 22:00:00,1099,85.93,2
400,72019,2019-06-30 23:00:00,1022,74.83,4
190,58328,2019-07-01 00:00:00,1085,3.6,1
388,87701,2019-07-01 01:00:00,1038,59.45,4
346,99100,2019-07-01 02:00:00,1032,70.94,1
284,35301,2019-07-01 03:00:00,1023,85.56,3
352,54763,2019-07-01 04:00:00,1060,94.67,4
237,30765,2019-07-01 05:00:00,1054,91.67,3
194,54787,2019-07-01 06:00:00,1060,41.2,2
287,17425,2019-07-01 07:00:00,1083,89.75,4
259,22857,2019-07-01 08:00:00,1096,1.07,1
246,62771,2019-07-01 09:00:00,1094,35.8,1
136,32444,2019-07-01 10:00:00,1039,12.27,3
280,51457,2019-07-01 11:00:00,1057,88.42,4
271,89741,2019-07-01 12:00:00,1071,92.87,4
171,10704,2019-07-01 13:00:00,1073,26.34,4
159,15452,2019-07-01 14:00:00,1000,37.36,2
201,48862,2019-07-01 15:00:00,1084,98.4,4
45,71471,2019-07-01 16:00:00,1024,57.04,2
264,79217,2019-07-01 17:00:00,1095,50.21,1
71,96058,2019-07-01 18:00:00,1052,50.54,3
364,28300,2019-07-01 19:00:00,1060,69.92,3
371,19566,2019-07-01 20:00:00,1045,95.5,4
103,17501,2019-07-01 21:00:00,1073,37.3,3
125,11845,2019-07-01 22:00:00,1059,18.09,4
313,49181,2019-07-01 23:00:00,1050,19.32,1
286,67263,2019-07-02 00:00:00,1072,3.02,1
230,88766,2019-07-02 01:00:00,1083,55.99,1
146,73038,2019-07-02 02:00:00,1047,92.98,3
370,93290,2019-07-02 03:00:00,1083,71.59,4
197,44404,2019-07-02 04:00:00,1039,99.3,2
373,32564,2019-07-02 05:00:00,1006,91.04,1
221,67435,2019-07-02 06:00:00,1074,49.69,1
60,28227,2019-07-02 07:00:00,1084,49.17,2
98,57475,2019-07-02 08:00:00,1018,63.21,2
171,27215,2019-07-02 09:00:00,1014,11.98,3
382,81074,2019-07-02 10:00:00,1069,61.16,1
173,31699,2019-07-02 11:00:00,1060,46.94,3
151,22454,2019-07-02 12:00:00,1055,64.63,1
350,58217,2019-07-02 13:00:00,1009,56.96,3
390,31711,2019-07-02 14:00:00,1045,31.73,3
122,25059,2019-07-02 15:00:00,1079,61.17,2
108,58398,2019-07-02 16:00:00,1074,37.24,4
4,11286,2019-07-02 17:00:00,1056,20.27,4
93,44297,2019-07-02 18:00:00,1034,67.83,4
6,36485,2019-07-02 19:00:00,1071,31.33,1
288,69967,2019-07-02 20:00:00,1091,89.01,2
106,64583,2019-07-02 21:00:00,1002,20.73,2
146,61630,2019-07-02 22:00:00,1065,60.41,2
271,37086,2019-07-02 23:00:00,1052,57.58,1
378,26484,2019-07-03 00:00:00,1077,20.58,3
96,78623,2019-07-03 01:00:00,1051,44.55,3
229,69263,2019-07-03 02:00:00,1092,67.88,4
202,28675,2019-07-03 03:00:00,1052,32.53,4
212,70664,2019-07-03 04:00:00,1053,12.27,1
6,34680,2019-07-03 05:00:00,1046,61.91,1
112,27077,2019-07-03 06:00:00,1002,23.19,4
376,48174,2019-07-03 07:00:00,1064,68.47,3
379,86968,2019-07-03 08:00:00,1014,84.11,3
323,13491,2019-07-03 09:00:00,1083,13.21,2
106,56126,2019-07-03 10:00:00,1085,44.32,4
139,13392,2019-07-03 11:00:00,1033,45.05,4
299,72257,2019-07-03 12:00:00,1049,63.62,3
96,77804,2019-07-03 13:00:00,1032,34.11,2
388,48400,2019-07-03 14:00:00,1072,42.44,4
337,46551,2019-07-03 15:00:00,1002,2.19,3
297,38088,2019-07-03 16:00:00,1001,13.12,3
389,90015,2019-07-03 17:00:00,1003,57.42,3
214,35465,2019-07-03 18:00:00,1015,22.37,2
291,58155,2019-07-03 19:00:00,1053,15.31,2
22,97893,2019-07-03 20:00:00,1032,33.12,3
193,15969,2019-07-03 21:00:00,1008,17.19,2
150,18981,2019-07-03 22:00:00,1056,6.9,2
368,31032,2019-07-03 23:00:00,1039,29.1,2
247,64091,2019-07-04 00:00:00,1051,17.27,2
267,34408,2019-07-04 01:00:00,1081,80.14,1
251,34241,2019-07-04 02:00:00,1015,7.2,4
3,57940,2019-07-04 03:00:00,1007,75.0,4
393,92938,2019-07-04 04:00:00,1086,38.9,2
316,61105,2019-07-04 05:00:00,1059,67.86,3
76,71050,2019-07-04 06:00:00,1035,6.22,4
87,13657,2019-07-04 07:00:00,1002,92.15,2
270,31230,2019-07-04 08:00:00,1014,76.97,4
225,28680,2019-07-04 09:00:00,1096,14.87,3
18,92694,2019-07-04 10:00:00,1081,22.66,2
113,94731,2019-07-04 11:00:00,1022,64.76,3
251,52340,2019-07-04 12:00:00,1002,92.23,4
233,45950,2019-07-04 13:00:00,1029,45.14,1
329,88515,2019-07-04 14:00:00,1044,49.08,3
279,17867,2019-07-04 15:00:00,1016,24.54,2
202,90691,2019-07-04 16:00:00,1057,38.92,2
83,88542,2019-07-04 17:00:00,1057,29.32,3
125,14329,2019-07-04 18:00:00,1095,35.71,1
175,98087,2019-07-04 19:00:00,1056,3.04,4
69,45865,2019-07-04 20:00:00,1006,5.07,4
47,76940,2019-07-04 21:00:00,1038,68.39,4
372,47869,2019-07-04 22:00:00,1077,68.5,4
256,76905,2019-07-04 23:00:00,1057,33.69,4
215,93984,2019-07-05 00:00:00,1055,88.66,2
30,99711,2019-07-05 01:00:00,1014,27.35,2
281,76252,2019-07-05 02:00:00,1043,40.18,3
237,89386,2019-07-05 03:00:00,1011,73.41,3
248,11711,2019-07-05 04:00:00,1007,74.61,4
368,35801,2019-07-05 05:00:00,1079,86.26,4
25,97287,2019-07-05 06:00:00,1040,3.88,4
74,63270,2019-07-05 07:00:00,1033,19.19,1
206,81622,2019-07-05 08:00:00,1045,64.42,3
314,65535,2019-07-05 09:00:00,1087,34.48,2
94,86759,2019-07-05 10:00:00,1028,5.31,4
375,26220,2019-07-05 11:00:00,1015,59.06,3
127,23392,2019-07-05 12:00:00,1004,39.91,1
25,95587,2019-07-05 13:00:00,1004,37.05,1
334,12246,2019-07-05 14:00:00,1029,27.17,4
355,30010,2019-07-05 15:00:00,1049,1.59,2
116,78358,2019-07-05 16:00:00,1004,19.05,3
48,27234,2019-07-05 17:00:00,1012,47.95,2
226,59451,2019-07-05 18:00:00,1098,28.3,4
266,85205,2019-07-05 19:00:00,1048,87.56,4
99,31784,2019-07-05 20:00:00,1088,15.16,1
11,39672,2019-07-05 21:00:00,1049,87.66,1
85,11082,2019-07-05 22:00:00,1013,41.08,3
214,21148,2019-07-05 23:00:00,1045,28.31,4
173,37494,2019-07-06 00:00:00,1089,31.12,4
391,85093,2019-07-06 01:00:00,1081,33.68,3
209,61952,2019-07-06 02:00:00,1083,51.15,2
382,46719,2019-07-06 03:00:00,1033,36.03,1
64,58737,2019-07-06 04:00:00,1070,65.07,4
258,69453,2019-07-06 05:00:00,1046,43.09,4
332,49536,2019-07-06 06:00:00,1059,67.49,2
121,60604,2019-07-06 07:00:00,1073,60.84,2
298,60833,2019-07-06 08:00:00,1078,25.2,2
54,24039,2019-07-06 09:00:00,1080,81.46,1
331,77839,2019-07-06 10:00:00,1010,80.1,3
272,57931,2019-07-06 11:00:00,1097,98.91,4
241,49925,2019-07-06 12:00:00,1090,18.33,1
243,61003,2019-07-06 13:00:00,1084,84.94,2
18,93817,2019-07-06 14:00:00,1094,87.33,4
187,58897,2019-07-06 15:00:00,1049,64.57,4
346,97745,2019-07-06 16:00:00,1003,51.13,1
144,52287,2019-07-06 17:00:00,1040,95.77,2
262,43012,2019-07-06 18:00:00,1058,97.3,2
364,51783,2019-07-06 19:00:00,1059,64.53,3
239,95727,2019-07-06 20:00:00,1080,36.6,2
304,78315,2019-07-06 21:00:00,1061,81.9,1
298,93766,2019-07-06 22:00:00,1083,9.84,3
76,56491,2019-07-06 23:00:00,1024,29.77,3
188,98941,2019-07-07 00:00:00,1086,98.57,3
333,68584,2019-07-07 01:00:00,1078,81.62,3
388,22803,2019-07-07 02:00:00,1032,94.02,3
246,59625,2019-07-07 03:00:00,1018,59.88,1
130,23698,2019-07-07 04:00:00,1056,41.36,4
315,44560,2019-07-07 05:00:00,1014,97.99,2
283,25376,2019-07-07 06:00:00,1040,31.63,4
79,93654,2019-07-07 07:00:00,1068,75.98,4
72,23117,2019-07-07 08:00:00,1079,56.26,2
263,66381,2019-07-07 09:00:00,1059,23.62,2
191,47956,2019-07-07 10:00:00,1095,2.73,4
367,58786,2019-07-07 11:00:00,1021,38.99,2
375,97778,2019-07-07 12:00:00,1042,55.22,3
63,76480,2019-07-07 13:00:00,1031,19.14,2
380,41695,2019-07-07 14:00:00,1012,42.04,2
12,11511,2019-07-07 15:00:00,1037,61.9,3
141,63233,2019-07-07 16:00:00,1025,71.78,3
254,32502,2019-07-07 17:00:00,1080,6.22,3
43,60010,2019-07-07 18:00:00,1004,66.75,2
17,83905,2019-07-07 19:00:00,1048,6.61,3
63,56489,2019-07-07 20:00:00,1096,3.79,3
253,93533,2019-07-07 21:00:00,1090,16.09,1
376,91165,2019-07-07 22:00:00,1004,65.71,1
292,41949,2019-07-07 23:00:00,1070,6.23,2
8,78376,2019-07-08 00:00:00,1047,3.07,3
325,89587,2019-07-08 01:00:00,1017,12.68,2
90,77310,2019-07-08 02:00:00,1094,95.02,1
208,88798,2019-07-08 03:00:00,1005,90.82,1
292,79407,2019-07-08 04:00:00,1065,9.56,3
284,83809,2019-07-08 05:00:00,1076,31.1,2
118,27229,2019-07-08 06:00:00,1041,94.78,1
349,37385,2019-07-08 07:00:00,1051,10.67,4
175,52176,2019-07-08 08:00:00,1010,10.37,3
76,13260,2019-07-08 09:00:00,1025,9.51,2
101,13145,2019-07-08 10:00:00,1020,97.67,4
151,17802,2019-07-08 11:00:00,1065,74.57,3
400,12263,2019-07-08 12:00:00,1039,22.23,3
270,36913,2019-07-08 13:00:00,1055,5.55,1
71,67788,2019-07-08 14:00:00,1050,96.56,2
180,18155,2019-07-08 15:00:00,1019,43.12,1
124,10922,2019-07-08 16:00:00,1080,60.24,4
381,82231,2019-07-08 17:00:00,1079,28.64,4
293,30672,2019-07-08 18:00:00,1056,76.08,4
285,48526,2019-07-08 19:00:00,1004,20.48,4
195,55344,2019-07-08 20:00:00,1013,78.9,4
399,29014,2019-07-08 21:00:00,1023,23.83,2
228,83352,2019-07-08 22:00:00,1067,10.69,2
275,50324,2019-07-08 23:00:00,1051,48.4,3
106,48698,2019-07-09 00:00:00,1047,81.51,3
21,87169,2019-07-09 01:00:00,1087,39.1,2
64,33384,2019-07-09 02:00:00,1046,3.86,3
165,13512,2019-07-09 03:00:00,1059,55.78,1
27,16066,2019-07-09 04:00:00,1072,68.37,2
311,41500,2019-07-09 05:00:00,1002,74.33,1
285,88743,2019-07-09 06:00:00,1008,40.79,4
148,95642,2019-07-09 07:00:00,1081,10.6,4
281,89858,2019-07-09 08:00:00,1099,58.85,3
326,64800,2019-07-09 09:00:00,1082,33.63,2
319,73140,2019-07-09 10:00:00,1023,94.74,4
164,94954,2019-07-09 11:00:00,1003,50.77,3
386,12387,2019-07-09 12:00:00,1008,47.75,1
224,66160,2019-07-09 13:00:00,1096,31.61,2
272,69241,2019-07-09 14:00:00,1000,34.54,3
146,83567,2019-07-09 15:00:00,1034,51.76,4
356,11799,2019-07-09 16:00:00,1073,31.36,1
30,45548,2019-07-09 17:00:00,1011,89.34,1
45,43895,2019-07-09 18:00:00,1017,44.46,3
275,90171,2019-07-09 19:00:00,1077,29.91,2
34,50379,2019-07-09 20:00:00,1009,16.38,3
141,55414,2019-07-09 21:00:00,1073,67.56,4
318,83071,2019-07-09 22:00:00,1017,3.55,2
374,78344,2019-07-09 23:00:00,1023,45.55,4
221,88591,2019-07-10 00:00:00,1000,55.46,1
356,14297,2019-07-10 01:00:00,1093,34.64,1
22,96479,2019-07-10 02:00:00,1078,75.23,4
180,15008,2019-07-10 03:00:00,1071,67.89,4
367,96813,2019-07-10 04:00:00,1098,97.17,1
329,26820,2019-07-10 05:00:00,1081,51.37,3
231,81548,2019-07-10 06:00:00,1015,54.24,3
38,32253,2019-07-10 07:00:00,1084,25.34,3
70,39202,2019-07-10 08:00:00,1014,39.16,4
116,39236,2019-07-10 09:00:00,1061,3.66,4
239,77156,2019-07-10 10:00:00,1004,69.24,1
335,70263,2019-07-10 11:00:00,1044,31.85,2
148,84855,2019-07-10 12:00:00,1051,54.5,3
9,26575,2019-07-10 13:00:00,1070,26.24,3
288,22204,2019-07-10 14:00:00,1006,62.48,3
388,21952,2019-07-10 15:00:00,1026,45.31,1
50,93323,2019-07-10 16:00:00,1088,48.7,2
338,61142,2019-07-10 17:00:00,1085,94.32,2
5,43872,2019-07-10 18:00:00,1012,70.91,2
343,39376,2019-07-10 19:00:00,1016,26.93,3
126,76084,2019-07-10 20:00:00,1043,50.89,4
75,21640,2019-07-10 21:00:00,1012,47.2,3
165,36437,2019-07-10 22:00:00,1089,79.71,2
278,97681,2019-07-10 23:00:00,1072,83.5,1
324,17903,2019-07-11 00:00:00,1004,29.06,2
300,93704,2019-07-11 01:00:00,1032,82.29,3
290,36863,2019-07-11 02:00:00,1003,18.77,4
77,53381,2019-07-11 03:00:00,1091,76.51,2
298,38548,2019-07-11 04:00:00,1025,25.63,4
137,59956,2019-07-11 05:00:00,1067,30.5,2
106,84526,2019-07-11 06:00:00,1015,85.39,4
95,21467,2019-07-11 07:00:00,1021,42.59,4
135,67954,2019-07-11 08:00:00,1035,99.07,2
68,33901,2019-07-11 09:00:00,1057,16.04,1
147,65983,2019-07-11 10:00:00,1054,46.87,3
159,33301,2019-07-11 11:00:00,1034,73.51,3
384,95180,2019-07-11 12:00:00,1024,1.53,2
163,79903,2019-07-11 13:00:00,1071,16.03,4
341,26204,2019-07-11 14:00:00,1080,3.02,3
189,29755,2019-07-11 15:00:00,1060,99.29,4
339,69817,2019-07-11 16:00:00,1017,76.3,1
95,12093,2019-07-11 17:00:00,1057,37.98,2
181,79537,2019-07-11 18:00:00,1075,16.47,1
288,32940,2019-07-11 19:00:00,1056,9.95,4
322,83346,2019-07-11 20:00:00,1096,53.66,4
187,54040,2019-07-11 21:00:00,1086,97.61,2
372,47322,2019-07-11 22:00:00,1062,67.79,4
138,94437,2019-07-11 23:00:00,1011,37.15,2
130,97725,2019-07-12 00:00:00,1010,50.58,2
194,19236,2019-07-12 01:00:00,1012,99.89,1
316,82597,2019-07-12 02:00:00,1034,52.36,3
273,94124,2019-07-12 03:00:00,1026,96.46,3
352,13902,2019-07-12 04:00:00,1088,2.62,4
144,44364,2019-07-12 05:00:00,1066,72.38,3
16,30096,2019-07-12 06:00:00,1088,63.09,4
302,22020,2019-07-12 07:00:00,1044,68.85,3
245,68473,2019-07-12 08:00:00,1073,57.49,1
107,54153,2019-07-12 09:00:00,1080,5.37,3
88,51277,2019-07-12 10:00:00,1066,15.81,4
129,97221,2019-07-12 11:00:00,1021,92.3,4
395,48502,2019-07-12 12:00:00,1077,24.06,3
375,25675,2019-07-12 13:00:00,1090,99.3,2
341,34365,2019-07-12 14:00:00,1041,68.28,1
4,97812,2019-07-12 15:00:00,1019,44.99,2
327,88229,2019-07-12 16:00:00,1047,92.08,3
367,99049,2019-07-12 17:00:00,1017,79.7,2
306,62148,2019-07-12 18:00:00,1076,43.47,3
396,99157,2019-07-12 19:00:00,1069,7.79,4
95,99247,2019-07-12 20:00:00,1073,86.96,2
209,78078,2019-07-12 21:00:00,1092,76.74,1
225,92598,2019-07-12 22:00:00,1005,79.28,2
348,80902,2019-07-12 23:00:00,1038,74.74,4
321,36465,2019-07-13 00:00:00,1010,28.3,4
47,42286,2019-07-13 01:00:00,1024,86.03,4
181,64795,2019-07-13 02:00:00,1093,1.22,2
106,50178,2019-07-13 03:00:00,1054,24.49,4
199,89183,2019-07-13 04:00:00,1083,5.61,4
386,59986,2019-07-13 05:00:00,1057,11.95,2
106,53201,2019-07-13 06:00:00,1036,53.71,2
280,53315,2019-07-13 07:00:00,1015,4.69,3
260,85396,2019-07-13 08:00:00,1094,18.96,2
108,65178,2019-07-13 09:00:00,1092,24.04,4
19,20745,2019-07-13 10:00:00,1069,65.88,1
296,82354,2019-07-13 11:00:00,1092,47.41,4
306,89637,2019-07-13 12:00:00,1095,46.38,4
171,15028,2019-07-13 13:00:00,1072,77.07,4
331,58566,2019-07-13 14:00:00,1036,46.22,2
195,53722,2019-07-13 15:00:00,1052,35.5,1
12,96623,2019-07-13 16:00:00,1086,96.28,4
195,84974,2019-07-13 17:00:00,1015,1.82,2
283,93692,2019-07-13 18:00:00,1017,31.23,3
369,94084,2019-07-13 19:00:00,1018,61.33,1
182,49879,2019-07-13 20:00:00,1043,78.5,1
305,34767,2019-07-13 21:00:00,1001,81.82,2
144,78099,2019-07-13 22:00:00,1057,5.56,3
386,58657,2019-07-13 23:00:00,1009,71.2,4
316,18498,2019-07-14 00:00:00,1075,72.31,3
182,83667,2019-07-14 01:00:00,1045,22.19,1
30,35107,2019-07-14 02:00:00,1081,12.16,2
84,38793,2019-07-14 03:00:00,1018,75.22,3
166,12696,2019-07-14 04:00:00,1037,25.7,4
284,63839,2019-07-14 05:00:00,1036,1.17,3
281,99241,2019-07-14 06:00:00,1090,23.13,3
96,33397,2019-07-14 07:00:00,1077,4.08,2
381,17704,2019-07-14 08:00:00,1044,25.67,2
266,26442,2019-07-14 09:00:00,1033,34.17,1
298,73788,2019-07-14 10:00:00,1001,27.87,2
296,19765,2019-07-14 11:00:00,1043,92.07,3
225,20002,2019-07-14 12:00:00,1096,24.02,4
333,21390,2019-07-14 13:00:00,1082,47.29,1
361,54436,2019-07-14 14:00:00,1026,95.79,2
374,94482,2019-07-14 15:00:00,1047,88.04,3
42,16641,2019-07-14 16:00:00,1093,31.62,3
303,43709,2019-07-14 17:00:00,1006,33.32,1
246,49309,2019-07-14 18:00:00,1026,59.74,1
208,25624,2019-07-14 19:00:00,1084,91.87,2
237,19966,2019-07-14 20:00:00,1070,1.99,2
22,99350,2019-07-14 21:00:00,1088,39.92,4
185,44189,2019-07-14 22:00:00,1017,85.13,1
242,81301,2019-07-14 23:00:00,1032,41.64,1
363,27223,2019-07-15 00:00:00,1032,72.29,3
283,88183,2019-07-15 01:00:00,1095,69.5,4
41,14959,2019-07-15 02:00:00,1024,21.34,2
336,37257,2019-07-15 03:00:00,1013,45.51,4
162,60802,2019-07-15 04:00:00,1037,57.05,4
160,97748,2019-07-15 05:00:00,1037,71.83,3
89,37215,2019-07-15 06:00:00,1003,82.42,1
322,65046,2019-07-15 07:00:00,1061,76.23,1
12,44094,2019-07-15 08:00:00,1081,3.8,1
73,48669,2019-07-15 09:00:00,1009,67.39,2
76,46126,2019-07-15 10:00:00,1034,50.23,1
346,89036,2019-07-15 11:00:00,1098,57.81,4
201,26772,2019-07-15 12:00:00,1022,37.92,4
10,58586,2019-07-15 13:00:00,1088,71.69,1
352,61943,2019-07-15 14:00:00,1064,67.71,4
226,78868,2019-07-15 15:00:00,1081,58.37,2
176,59855,2019-07-15 16:00:00,1078,86.3,1
276,32218,2019-07-15 17:00:00,1024,11.09,2
39,91008,2019-07-15 18:00:00,1095,30.8,1
60,67205,2019-07-15 19:00:00,1052,50.02,2
66,14959,2019-07-15 20:00:00,1083,95.9,2
321,92979,2019-07-15 21:00:00,1016,8.12,2
124,55134,2019-07-15 22:00:00,1056,34.37,4
164,35874,2019-07-15 23:00:00,1074,92.66,2
386,11301,2019-07-16 00:00:00,1076,89.9,3
159,68017,2019-07-16 01:00:00,1088,86.66,2
57,53319,2019-07-16 02:00:00,1019,31.53,2
78,99616,2019-07-16 03:00:00,1024,84.84,2
194,96219,2019-07-16 04:00:00,1041,51.03,2
285,32455,2019-07-16 05:00:00,1044,62.36,1
15,14112,2019-07-16 06:00:00,1030,24.64,4
12,67033,2019-07-16 07:00:00,1064,70.96,4
101,68360,2019-07-16 08:00:00,1051,33.44,4
156,92418,2019-07-16 09:00:00,1079,35.04,1
340,42145,2019-07-16 10:00:00,1091,64.04,2
125,42735,2019-07-16 11:00:00,1020,24.74,2
359,82781,2019-07-16 12:00:00,1029,23.22,4
280,77641,2019-07-16 13:00:00,1002,37.55,3
394,31711,2019-07-16 14:00:00,1097,78.03,2
110,15630,2019-07-16 15:00:00,1069,23.24,2
334,75488,2019-07-16 16:00:00,1042,78.94,2
357,13206,2019-07-16 17:00:00,1028,69.86,1
146,66289,2019-07-16 18:00:00,1002,68.23,2
216,28953,2019-07-16 19:00:00,1057,48.0,4
398,20068,2019-07-16 20:00:00,1032,74.84,2
162,88930,2019-07-16 21:00:00,1074,2.34,4
128,65916,2019-07-16 22:00:00,1044,31.26,3
314,11067,2019-07-16 23:00:00,1068,68.23,1
332,60658,2019-07-17 00:00:00,1031,98.74,3
150,62165,2019-07-17 01:00:00,1081,1.25,2
36,90781,2019-07-17 02:00:00,1083,51.49,3
173,19859,2019-07-17 03:00:00,1051,92.46,2
22,39164,2019-07-17 04:00:00,1063,86.49,4
206,90913,2019-07-17 05:00:00,1039,3.29,2
127,30773,2019-07-17 06:00:00,1091,53.43,1
336,67295,2019-07-17 07:00:00,1012,1.42,3
356,43939,2019-07-17 08:00:00,1089,79.17,2
217,58599,2019-07-17 09:00:00,1079,31.58,4
96,16114,2019-07-17 10:00:00,1088,76.79,3
164,22818,2019-07-17 11:00:00,1073,94.53,1
148,19335,2019-07-17 12:00:00,1028,97.63,2
18,65008,2019-07-17 13:00:00,1062,89.52,1
294,81745,2019-07-17 14:00:00,1083,21.21,4
195,53148,2019-07-17 15:00:00,1025,20.27,3
151,13577,2019-07-17 16:00:00,1095,62.95,3
365,83916,2019-07-17 17:00:00,1058,54.86,3
123,14076,2019-07-17 18:00:00,1048,1.94,4
400,42925,2019-07-17 19:00:00,1052,39.78,2
187,61869,2019-07-17 20:00:00,1087,90.76,2
149,69314,2019-07-17 21:00:00,1030,89.94,2
104,51205,2019-07-17 22:00:00,1011,21.19,1
243,21095,2019-07-17 23:00:00,1057,38.81,4
231,94715,2019-07-18 00:00:00,1035,56.48,3
206,66680,2019-07-18 01:00:00,1009,85.43,4
198,38400,2019-07-18 02:00:00,1005,53.67,4
396,94297,2019-07-18 03:00:00,1006,96.85,4
400,77346,2019-07-18 04:00:00,1030,80.11,3
337,97110,2019-07-18 05:00:00,1090,95.36,3
87,38562,2019-07-18 06:00:00,1071,73.42,1
142,50663,2019-07-18 07:00:00,1002,87.88,4
317,28510,2019-07-18 08:00:00,1046,83.27,2
199,71608,2019-07-18 09:00:00,1084,26.13,1
46,82489,2019-07-18 10:00:00,1000,23.72,3
288,62182,2019-07-18 11:00:00,1044,86.57,3
15,97667,2019-07-18 12:00:00,1053,9.38,1
44,36883,2019-07-18 13:00:00,1049,41.45,2
169,81427,2019-07-18 14:00:00,1078,82.25,4
310,45844,2019-07-18 15:00:00,1006,81.51,4
44,28728,2019-07-18 16:00:00,1062,14.74,2
98,21094,2019-07-18 17:00:00,1014,49.28,4
261,12407,2019-07-18 18:00:00,1088,48.5,3
109,65412,2019-07-18 19:00:00,1066,33.05,1
283,22644,2019-07-18 20:00:00,1029,91.8,2
372,95834,2019-07-18 21:00:00,1077,65.66,1
343,70746,2019-07-18 22:00:00,1067,98.04,4
104,62748,2019-07-18 23:00:00,1035,7.61,4
256,69021,2019-07-19 00:00:00,1066,40.04,3
379,72651,2019-07-19 01:00:00,1004,83.68,3
206,46807,2019-07-19 02:00:00,1024,42.85,4
335,44072,2019-07-19 03:00:00,1094,26.93,4
43,48398,2019-07-19 04:00:00,1010,99.78,3
353,38669,2019-07-19 05:00:00,1071,87.44,3
245,40161,2019-07-19 06:00:00,1089,55.1,2
287,17282,2019-07-19 07:00:00,1065,56.61,3
355,36539,2019-07-19 08:00:00,1027,1.68,2
273,13307,2019-07-19 09:00:00,1059,98.12,2
83,27745,2019-07-19 10:00:00,1009,80.82,1
110,49433,2019-07-19 11:00:00,1049,4.64,3
190,44555,2019-07-19 12:00:00,1038,18.46,2
288,11073,2019-07-19 13:00:00,1036,82.28,1
397,42683,2019-07-19 14:00:00,1062,9.6,1
251,35741,2019-07-19 15:00:00,1060,94.24,3
212,32286,2019-07-19 16:00:00,1084,99.99,3
291,13599,2019-07-19 17:00:00,1091,88.76,1
133,37293,2019-07-19 18:00:00,1037,74.15,2
201,25389,2019-07-19 19:00:00,1032,49.24,3
285,22318,2019-07-19 20:00:00,1074,9.16,1
326,58875,2019-07-19 21:00:00,1044,73.31,1
95,13055,2019-07-19 22:00:00,1043,40.29,2
278,92579,2019-07-19 23:00:00,1000,57.45,4
325,16320,2019-07-20 00:00:00,1052,30.05,2
219,14642,2019-07-20 01:00:00,1046,24.97,1
89,19321,2019-07-20 02:00:00,1032,33.11,2
72,89968,2019-07-20 03:00:00,1066,81.57,3
247,98293,2019-07-20 04:00:00,1089,43.22,1
129,69618,2019-07-20 05:00:00,1014,31.86,2
212,36044,2019-07-20 06:00:00,1013,43.86,2
343,31971,2019-07-20 07:00:00,1022,4.2,2
96,35727,2019-07-20 08:00:00,1053,89.17,2
75,32559,2019-07-20 09:00:00,1007,55.62,1
54,83820,2019-07-20 10:00:00,1053,11.38,2
344,93201,2019-07-20 11:00:00,1035,29.55,3
54,37476,2019-07-20 12:00:00,1083,98.37,4
218,72683,2019-07-20 13:00:00,1051,59.71,4
16,20991,2019-07-20 14:00:00,1005,29.85,4
99,95097,2019-07-20 15:00:00,1096,43.21,3
20,80047,2019-07-20 16:00:00,1027,26.59,4
46,20796,2019-07-20 17:00:00,1049,4.15,1
193,13881,2019-07-20 18:00:00,1037,84.36,1
