hshd_num,basket_num,date,product_num,spend,units,age,income,children,loyalty,department,commodity,brand
390,30449,2019-09-01 00:00:00,1091,56.32,2,46,112844,1,Yes,Dairy,Regular,Private
45,66333,2019-09-01 01:00:00,1002,18.41,4,38,145247,0,No,Grocery,Regular,Private
97,51205,2019-09-01 02:00:00,1094,92.12,4,32,53289,0,No,Beverages,Organic,Private
279,20426,2019-09-01 03:00:00,1079,70.44,1,62,136995,2,Yes,Grocery,Regular,Private
23,17504,2019-09-01 04:00:00,1080,86.03,4,26,112750,1,Yes,Grocery,Regular,Private
391,66578,2019-09-01 05:00:00,1043,21.58,4,46,57532,0,Yes,Dairy,Organic,National
335,68209,2019-09-01 06:00:00,1026,7.7,3,53,123045,3,Yes,Grocery,Regular,Private
44,43368,2019-09-01 07:00:00,1050,34.38,2,49,35237,2,No,Snacks,Organic,National
27,62185,2019-09-01 08:00:00,1023,52.15,1,46,142566,0,No,Snacks,Regular,National
282,90221,2019-09-01 09:00:00,1019,80.43,1,59,70262,1,Yes,Dairy,Regular,Private
97,18724,2019-09-01 10:00:00,1031,40.37,4,32,53289,0,No,Grocery,Regular,National
36,15084,2019-09-01 11:00:00,1098,27.73,2,27,130235,2,No,Snacks,Organic,National
109,44810,2019-09-01 12:00:00,1012,37.88,3,52,134182,1,No,Beverages,Organic,Private
55,92277,2019-09-01 13:00:00,1042,70.66,1,38,39662,1,Yes,Beverages,Organic,Private
192,92297,2019-09-01 14:00:00,1019,34.29,4,56,101180,1,Yes,Dairy,Regular,Private
219,88872,2019-09-01 15:00:00,1001,97.94,2,62,81934,0,No,Beverages,Organic,Private
185,30872,2019-09-01 16:00:00,1067,18.32,3,61,118726,0,No,Grocery,Organic,Private
69,88950,2019-09-01 17:00:00,1090,75.56,2,34,39435,3,Yes,Dairy,Regular,National
317,80333,2019-09-01 18:00:00,1059,59.33,1,54,91629,1,Yes,Dairy,Regular,National
130,78843,2019-09-01 19:00:00,1088,24.08,4,25,68304,0,Yes,Beverages,Organic,National
55,12596,2019-09-01 20:00:00,1003,75.61,4,38,39662,1,Yes,Grocery,Organic,National
378,27167,2019-09-01 21:00:00,1095,45.31,1,40,133268,0,Yes,Dairy,Regular,National
97,97844,2019-09-01 22:00:00,1016,68.56,1,32,53289,0,No,Beverages,Regular,National
336,99751,2019-09-01 23:00:00,1000,66.56,2,55,123396,2,Yes,Beverages,Regular,National
87,87331,2019-09-02 00:00:00,1032,11.95,1,53,132756,1,No,Beverages,Organic,Private
294,90520,2019-09-02 01:00:00,1029,84.16,2,57,148874,3,No,Grocery,Organic,Private
119,68326,2019-09-02 02:00:00,1004,68.47,4,59,102369,1,Yes,Dairy,Organic,Private
208,87670,2019-09-02 03:00:00,1011,78.28,3,25,77280,2,No,Snacks,Organic,National
334,20782,2019-09-02 04:00:00,1031,45.33,4,48,50559,3,No,Grocery,Regular,National
154,52002,2019-09-02 05:00:00,1037,20.31,4,60,87458,2,Yes,Grocery,Organic,Private
35,97187,2019-09-02 06:00:00,1016,33.3,3,68,119480,3,No,Beverages,Regular,National
79,34022,2019-09-02 07:00:00,1057,90.25,3,40,73919,2,Yes,Grocery,Regular,National
67,94458,2019-09-02 08:00:00,1039,93.86,3,68,123468,3,Yes,Dairy,Organic,National
343,24618,2019-09-02 09:00:00,1095,48.7,4,27,140008,3,Yes,Dairy,Regular,National
34,27245,2019-09-02 10:00:00,1023,30.58,1,39,31150,0,Yes,Snacks,Regular,National
97,93796,2019-09-02 11:00:00,1011,73.3,4,32,53289,0,No,Snacks,Organic,National
169,20027,2019-09-02 12:00:00,1094,76.83,1,54,122920,2,No,Beverages,Organic,Private
169,23986,2019-09-02 13:00:00,1018,81.73,2,54,122920,2,No,Dairy,Organic,Private
151,13526,2019-09-02 14:00:00,1028,4.08,4,39,105353,2,No,Snacks,Regular,National
71,54361,2019-09-02 15:00:00,1084,1.96,3,38,74078,3,Yes,Grocery,Regular,Private
3,77158,2019-09-02 16:00:00,1089,36.36,4,39,117235,3,No,Dairy,Organic,Private
314,48286,2019-09-02 17:00:00,1051,16.1,4,51,69298,1,No,Dairy,Regular,National
32,39533,2019-09-02 18:00:00,1091,80.69,3,52,35949,2,Yes,Dairy,Regular,Private
287,28316,2019-09-02 19:00:00,1016,53.75,2,42,119339,0,No,Beverages,Regular,National
82,18699,2019-09-02 20:00:00,1072,82.71,2,48,124758,0,Yes,Grocery,Organic,Private
43,89491,2019-09-02 21:00:00,1020,18.51,2,28,37805,1,Yes,Beverages,Regular,Private
391,68465,2019-09-02 22:00:00,1059,63.1,2,46,57532,0,Yes,Dairy,Regular,National
105,26673,2019-09-02 23:00:00,1097,58.44,4,29,34611,3,Yes,Grocery,Regular,National
1,33395,2019-09-03 00:00:00,1074,34.7,4,63,144692,1,Yes,Dairy,Regular,National
61,33707,2019-09-03 01:00:00,1019,52.19,3,30,148937,0,No,Dairy,Regular,Private
270,94749,2019-09-03 02:00:00,1052,59.31,1,40,113460,0,No,Dairy,Regular,Private
180,85937,2019-09-03 03:00:00,1079,89.06,3,63,67841,1,Yes,Grocery,Regular,Private
224,96732,2019-09-03 04:00:00,1062,6.51,2,46,35486,3,Yes,Grocery,Regular,Private
6,66416,2019-09-03 05:00:00,1056,82.51,1,45,88335,2,Yes,Beverages,Organic,Private
103,18758,2019-09-03 06:00:00,1028,98.04,3,59,39540,1,Yes,Snacks,Regular,National
10,77009,2019-09-03 07:00:00,1000,73.45,2,35,110738,3,Yes,Beverages,Regular,National
71,23281,2019-09-03 08:00:00,1081,74.0,1,38,74078,3,Yes,Grocery,Regular,National
90,42548,2019-09-03 09:00:00,1058,22.58,1,25,53049,0,Yes,Dairy,Organic,Private
226,28371,2019-09-03 10:00:00,1063,52.78,2,40,116900,1,No,Dairy,Regular,Private
158,87593,2019-09-03 11:00:00,1085,70.89,1,46,112745,2,Yes,Grocery,Organic,Private
228,29644,2019-09-03 12:00:00,1071,60.63,3,33,119112,3,No,Snacks,Organic,National
126,33874,2019-09-03 13:00:00,1070,39.13,3,59,123610,1,Yes,Grocery,Organic,National
209,98659,2019-09-03 14:00:00,1088,94.07,3,43,109459,2,Yes,Beverages,Organic,National
97,24281,2019-09-03 15:00:00,1093,51.88,1,32,53289,0,No,Dairy,Regular,National
74,78787,2019-09-03 16:00:00,1097,97.02,1,32,125981,1,Yes,Grocery,Regular,National
115,32289,2019-09-03 17:00:00,1043,56.82,2,57,90890,2,Yes,Dairy,Organic,National
191,15054,2019-09-03 18:00:00,1047,79.54,2,56,50150,1,No,Dairy,Organic,Private
170,76846,2019-09-03 19:00:00,1074,74.46,1,35,74425,2,Yes,Dairy,Regular,National
307,59769,2019-09-03 20:00:00,1014,66.42,3,46,85771,1,No,Dairy,Organic,National
204,39312,2019-09-03 21:00:00,1034,2.43,1,47,80517,1,Yes,Grocery,Regular,National
56,14257,2019-09-03 22:00:00,1022,8.67,4,41,46964,0,No,Dairy,Organic,National
208,25846,2019-09-03 23:00:00,1052,58.57,3,25,77280,2,No,Dairy,Regular,Private
41,32483,2019-09-04 00:00:00,1044,91.27,4,63,46896,2,Yes,Dairy,Organic,National
32,36558,2019-09-04 01:00:00,1084,60.51,2,52,35949,2,Yes,Grocery,Regular,Private
15,53188,2019-09-04 02:00:00,1091,24.36,1,48,124476,3,No,Dairy,Regular,Private
62,23012,2019-09-04 03:00:00,1012,32.7,4,66,97215,3,Yes,Beverages,Organic,Private
155,43236,2019-09-04 04:00:00,1033,62.69,1,37,137112,2,Yes,Dairy,Organic,Private
284,55076,2019-09-04 05:00:00,1037,60.11,4,59,31324,2,No,Grocery,Organic,Private
209,58402,2019-09-04 06:00:00,1069,95.61,1,43,109459,2,Yes,Dairy,Organic,National
320,42076,2019-09-04 07:00:00,1067,53.38,3,57,129835,3,No,Grocery,Organic,Private
187,90337,2019-09-04 08:00:00,1004,36.15,2,66,62479,0,No,Dairy,Organic,Private
130,85164,2019-09-04 09:00:00,1039,52.97,3,25,68304,0,Yes,Dairy,Organic,National
127,84264,2019-09-04 10:00:00,1069,78.84,2,61,133691,2,Yes,Dairy,Organic,National
292,27335,2019-09-04 11:00:00,1020,54.5,3,65,133605,0,Yes,Beverages,Regular,Private
114,53773,2019-09-04 12:00:00,1027,33.28,2,58,118223,2,No,Dairy,Organic,Private
199,62158,2019-09-04 13:00:00,1002,34.52,3,61,140448,0,Yes,Grocery,Regular,Private
13,38570,2019-09-04 14:00:00,1022,75.92,1,60,103523,0,No,Dairy,Organic,National
271,97995,2019-09-04 15:00:00,1071,7.58,3,27,118092,3,No,Snacks,Organic,National
89,50658,2019-09-04 16:00:00,1018,28.2,4,69,134185,0,Yes,Dairy,Organic,Private
215,69184,2019-09-04 17:00:00,1074,16.15,4,56,99896,0,Yes,Dairy,Regular,National
278,82613,2019-09-04 18:00:00,1049,94.52,1,60,113285,1,No,Grocery,Organic,Private
203,68194,2019-09-04 19:00:00,1073,9.92,1,52,30728,0,No,Snacks,Organic,Private
74,77507,2019-09-04 20:00:00,1057,76.06,1,32,125981,1,Yes,Grocery,Regular,National
25,43959,2019-09-04 21:00:00,1091,63.41,4,57,58251,2,No,Dairy,Regular,Private
101,63072,2019-09-04 22:00:00,1019,63.65,3,32,90160,2,Yes,Dairy,Regular,Private
176,55588,2019-09-04 23:00:00,1091,76.58,1,51,144352,2,Yes,Dairy,Regular,Private
117,50533,2019-09-05 00:00:00,1092,40.65,3,48,48071,3,No,Beverages,Regular,Private
166,78582,2019-09-05 01:00:00,1071,40.67,2,68,63496,0,Yes,Snacks,Organic,National
41,71743,2019-09-05 02:00:00,1082,29.58,3,63,46896,2,Yes,Snacks,Regular,National
344,54518,2019-09-05 03:00:00,1052,60.18,3,42,144065,1,No,Dairy,Regular,Private
366,22703,2019-09-05 04:00:00,1084,93.05,4,66,96203,3,No,Grocery,Regular,Private
120,59456,2019-09-05 05:00:00,1081,92.47,3,68,41938,0,Yes,Grocery,Regular,National
97,65491,2019-09-05 06:00:00,1008,70.59,4,32,53289,0,No,Dairy,Regular,Private
145,18043,2019-09-05 07:00:00,1003,90.71,2,28,123008,0,Yes,Grocery,Organic,National
216,78340,2019-09-05 08:00:00,1040,96.39,4,28,65270,3,Yes,Snacks,Regular,Private
229,20176,2019-09-05 09:00:00,1024,79.72,2,30,127203,2,Yes,Beverages,Organic,National
313,13936,2019-09-05 10:00:00,1033,41.38,2,51,82224,3,Yes,Dairy,Organic,Private
130,41174,2019-09-05 11:00:00,1072,48.84,1,25,68304,0,Yes,Grocery,Organic,Private
352,92632,2019-09-05 12:00:00,1008,93.19,3,46,140133,1,No,Dairy,Regular,Private
377,98768,2019-09-05 13:00:00,1081,67.33,3,32,57355,3,Yes,Grocery,Regular,National
318,35909,2019-09-05 14:00:00,1074,82.25,1,57,96040,1,Yes,Dairy,Regular,National
137,54158,2019-09-05 15:00:00,1012,12.5,1,39,116027,3,Yes,Beverages,Organic,Private
324,18366,2019-09-05 16:00:00,1008,20.2,3,59,112848,2,No,Dairy,Regular,Private
337,95125,2019-09-05 17:00:00,1079,35.07,1,59,91642,3,Yes,Grocery,Regular,Private
273,64337,2019-09-05 18:00:00,1003,19.64,1,48,56962,3,Yes,Grocery,Organic,National
117,69331,2019-09-05 19:00:00,1033,90.74,2,48,48071,3,No,Dairy,Organic,Private
306,72197,2019-09-05 20:00:00,1006,22.47,1,46,60355,0,Yes,Dairy,Regular,National
368,82042,2019-09-05 21:00:00,1014,56.16,1,59,59703,0,No,Dairy,Organic,National
94,60924,2019-09-05 22:00:00,1037,9.46,4,48,98385,2,No,Grocery,Organic,Private
168,38842,2019-09-05 23:00:00,1074,16.34,3,44,119084,3,No,Dairy,Regular,National
203,27458,2019-09-06 00:00:00,1095,25.49,4,52,30728,0,No,Dairy,Regular,National
341,97367,2019-09-06 01:00:00,1090,98.31,1,47,60354,0,Yes,Dairy,Regular,National
149,75382,2019-09-06 02:00:00,1093,79.91,1,63,144585,3,No,Dairy,Regular,National
183,84319,2019-09-06 03:00:00,1051,67.68,4,51,64911,0,No,Dairy,Regular,National
152,21170,2019-09-06 04:00:00,1080,91.71,1,67,106797,2,No,Grocery,Regular,Private
74,90145,2019-09-06 05:00:00,1099,95.66,2,32,125981,1,Yes,Grocery,Organic,National
365,54942,2019-09-06 06:00:00,1082,45.9,4,53,53959,0,No,Snacks,Regular,National
274,98571,2019-09-06 07:00:00,1006,33.44,4,57,58295,1,No,Dairy,Regular,National
42,26208,2019-09-06 08:00:00,1044,32.22,3,42,76175,0,Yes,Dairy,Organic,National
212,45178,2019-09-06 09:00:00,1058,4.54,4,50,102936,0,Yes,Dairy,Organic,Private
101,89172,2019-09-06 10:00:00,1020,28.68,2,32,90160,2,Yes,Beverages,Regular,Private
45,19039,2019-09-06 11:00:00,1027,36.15,1,38,145247,0,No,Dairy,Organic,Private
82,24990,2019-09-06 12:00:00,1002,4.65,4,48,124758,0,Yes,Grocery,Regular,Private
17,16441,2019-09-06 13:00:00,1013,88.38,4,46,47019,0,No,Dairy,Regular,National
73,84221,2019-09-06 14:00:00,1001,84.94,3,39,81293,1,No,Beverages,Organic,Private
14,89314,2019-09-06 15:00:00,1028,25.9,3,64,135103,1,No,Snacks,Regular,National
157,55959,2019-09-06 16:00:00,1017,80.45,1,31,33267,2,No,Grocery,Organic,Private
223,36862,2019-09-06 17:00:00,1036,79.82,4,30,90921,2,Yes,Snacks,Organic,National
132,37273,2019-09-06 18:00:00,1044,34.17,2,50,99449,1,No,Dairy,Organic,National
338,52500,2019-09-06 19:00:00,1044,70.01,1,57,106539,2,Yes,Dairy,Organic,National
376,13956,2019-09-06 20:00:00,1023,29.7,2,25,63307,2,No,Snacks,Regular,National
376,82089,2019-09-06 21:00:00,1045,7.96,4,25,63307,2,No,Grocery,Regular,Private
47,98789,2019-09-06 22:00:00,1011,50.97,1,50,75543,0,No,Snacks,Organic,National
107,99451,2019-09-06 23:00:00,1052,44.39,3,63,81991,1,No,Dairy,Regular,Private
108,12365,2019-09-07 00:00:00,1044,14.68,3,65,87679,1,No,Dairy,Organic,National
265,82204,2019-09-07 01:00:00,1031,49.56,2,56,69081,1,No,Grocery,Regular,National
205,15000,2019-09-07 02:00:00,1017,94.99,1,61,149180,2,Yes,Grocery,Organic,Private
79,67072,2019-09-07 03:00:00,1012,73.41,2,40,73919,2,Yes,Beverages,Organic,Private
155,62499,2019-09-07 04:00:00,1003,74.15,3,37,137112,2,Yes,Grocery,Organic,National
271,79211,2019-09-07 05:00:00,1022,76.0,4,27,118092,3,No,Dairy,Organic,National
247,22907,2019-09-07 06:00:00,1061,74.72,3,64,68102,0,Yes,Grocery,Organic,National
19,27336,2019-09-07 07:00:00,1053,2.97,4,48,113613,0,Yes,Beverages,Organic,Private
346,95220,2019-09-07 08:00:00,1073,92.54,2,66,47640,1,Yes,Snacks,Organic,Private
26,62331,2019-09-07 09:00:00,1054,83.18,2,36,133481,0,No,Grocery,Organic,National
217,90672,2019-09-07 10:00:00,1068,28.18,2,35,89163,0,Yes,Dairy,Regular,National
154,87755,2019-09-07 11:00:00,1039,55.72,4,60,87458,2,Yes,Dairy,Organic,National
154,78783,2019-09-07 12:00:00,1013,61.89,2,60,87458,2,Yes,Dairy,Regular,National
174,79951,2019-09-07 13:00:00,1097,14.06,2,57,77295,0,No,Grocery,Regular,National
92,62509,2019-09-07 14:00:00,1027,26.14,1,31,128116,2,Yes,Dairy,Organic,Private
338,16472,2019-09-07 15:00:00,1071,3.3,4,57,106539,2,Yes,Snacks,Organic,National
181,32380,2019-09-07 16:00:00,1079,86.53,2,30,100640,3,No,Grocery,Regular,Private
131,37280,2019-09-07 17:00:00,1094,3.47,2,29,141783,3,Yes,Beverages,Organic,Private
298,31859,2019-09-07 18:00:00,1070,32.55,4,45,124246,2,Yes,Grocery,Organic,National
275,58402,2019-09-07 19:00:00,1066,8.75,4,48,43807,2,Yes,Snacks,Organic,National
273,18262,2019-09-07 20:00:00,1028,78.36,3,48,56962,3,Yes,Snacks,Regular,National
76,21066,2019-09-07 21:00:00,1099,92.57,3,47,90403,1,No,Grocery,Organic,National
177,25554,2019-09-07 22:00:00,1060,56.72,1,37,113042,2,No,Grocery,Regular,Private
184,17008,2019-09-07 23:00:00,1067,14.82,2,33,89031,1,Yes,Grocery,Organic,Private
319,97851,2019-09-08 00:00:00,1008,56.26,4,52,129518,2,No,Dairy,Regular,Private
131,90799,2019-09-08 01:00:00,1016,77.26,2,29,141783,3,Yes,Beverages,Regular,National
363,26238,2019-09-08 02:00:00,1048,72.12,3,67,51447,0,Yes,Snacks,Organic,Private
49,92025,2019-09-08 03:00:00,1062,74.43,3,44,144548,0,Yes,Grocery,Regular,Private
55,27153,2019-09-08 04:00:00,1083,28.64,3,38,39662,1,Yes,Dairy,Organic,National
154,69353,2019-09-08 05:00:00,1077,8.3,4,60,87458,2,Yes,Dairy,Organic,Private
355,62092,2019-09-08 06:00:00,1045,15.75,2,51,49087,3,No,Grocery,Regular,Private
200,53152,2019-09-08 07:00:00,1092,95.6,4,41,44397,1,No,Beverages,Regular,Private
308,59104,2019-09-08 08:00:00,1012,61.74,2,54,87799,0,No,Beverages,Organic,Private
356,34283,2019-09-08 09:00:00,1099,73.06,1,66,71430,0,Yes,Grocery,Organic,National
373,56429,2019-09-08 10:00:00,1044,90.01,3,60,114665,0,No,Dairy,Organic,National
118,87223,2019-09-08 11:00:00,1052,85.42,3,61,89275,0,Yes,Dairy,Regular,Private
263,98534,2019-09-08 12:00:00,1016,22.62,3,29,76732,2,Yes,Beverages,Regular,National
46,64957,2019-09-08 13:00:00,1046,6.75,3,33,50056,2,No,Grocery,Organic,National
302,38887,2019-09-08 14:00:00,1061,92.59,4,27,34748,1,No,Grocery,Organic,National
356,56172,2019-09-08 15:00:00,1049,98.19,3,66,71430,0,Yes,Grocery,Organic,Private
400,14355,2019-09-08 16:00:00,1042,57.17,2,68,105672,0,Yes,Beverages,Organic,Private
189,43701,2019-09-08 17:00:00,1067,88.95,2,48,74811,0,Yes,Grocery,Organic,Private
310,51534,2019-09-08 18:00:00,1083,23.95,3,62,55470,1,Yes,Dairy,Organic,National
318,81442,2019-09-08 19:00:00,1074,11.99,3,57,96040,1,Yes,Dairy,Regular,National
129,71274,2019-09-08 20:00:00,1085,50.48,4,27,127856,0,Yes,Grocery,Organic,Private
49,88108,2019-09-08 21:00:00,1071,81.31,4,44,144548,0,Yes,Snacks,Organic,National
25,22279,2019-09-08 22:00:00,1027,65.81,2,57,58251,2,No,Dairy,Organic,Private
266,53491,2019-09-08 23:00:00,1044,64.09,2,33,92856,1,Yes,Dairy,Organic,National
118,86147,2019-09-09 00:00:00,1040,2.73,1,61,89275,0,Yes,Snacks,Regular,Private
144,18261,2019-09-09 01:00:00,1093,32.43,2,56,57350,1,Yes,Dairy,Regular,National
200,14474,2019-09-09 02:00:00,1096,94.01,1,41,44397,1,No,Snacks,Organic,Private
157,38390,2019-09-09 03:00:00,1096,14.29,3,31,33267,2,No,Snacks,Organic,Private
348,36925,2019-09-09 04:00:00,1035,72.91,3,27,68413,1,Yes,Grocery,Organic,Private
134,92174,2019-09-09 05:00:00,1090,76.17,3,63,119643,0,Yes,Dairy,Regular,National
400,69051,2019-09-09 06:00:00,1083,73.55,2,68,105672,0,Yes,Dairy,Organic,National
148,99007,2019-09-09 07:00:00,1032,98.94,2,47,118668,2,No,Beverages,Organic,Private
336,14787,2019-09-09 08:00:00,1024,41.51,3,55,123396,2,Yes,Beverages,Organic,National
71,83398,2019-09-09 09:00:00,1018,68.54,4,38,74078,3,Yes,Dairy,Organic,Private
233,68177,2019-09-09 10:00:00,1046,20.17,3,44,148324,0,No,Grocery,Organic,National
334,53724,2019-09-09 11:00:00,1084,40.57,1,48,50559,3,No,Grocery,Regular,Private
299,20663,2019-09-09 12:00:00,1032,49.66,4,44,45485,3,No,Beverages,Organic,Private
154,26120,2019-09-09 13:00:00,1066,22.27,4,60,87458,2,Yes,Snacks,Organic,National
90,32740,2019-09-09 14:00:00,1013,90.77,2,25,53049,0,Yes,Dairy,Regular,National
334,12035,2019-09-09 15:00:00,1078,71.9,2,48,50559,3,No,Beverages,Organic,Private
199,67443,2019-09-09 16:00:00,1032,29.09,1,61,140448,0,Yes,Beverages,Organic,Private
161,77388,2019-09-09 17:00:00,1041,14.36,3,66,56092,3,Yes,Dairy,Regular,National
26,62335,2019-09-09 18:00:00,1085,29.5,3,36,133481,0,No,Grocery,Organic,Private
121,53315,2019-09-09 19:00:00,1064,62.68,2,64,65195,3,No,Dairy,Regular,National
301,74165,2019-09-09 20:00:00,1094,82.81,2,31,116188,0,Yes,Beverages,Organic,Private
212,56627,2019-09-09 21:00:00,1046,50.81,3,50,102936,0,Yes,Grocery,Organic,National
63,18303,2019-09-09 22:00:00,1034,11.15,4,28,99042,1,Yes,Grocery,Regular,National
68,59334,2019-09-09 23:00:00,1083,25.68,1,58,91389,1,Yes,Dairy,Organic,National
253,65892,2019-09-10 00:00:00,1031,35.17,1,55,102267,2,Yes,Grocery,Regular,National
2,71196,2019-09-10 01:00:00,1054,63.98,1,53,117142,1,Yes,Grocery,Organic,National
398,75700,2019-09-10 02:00:00,1053,25.42,2,32,100340,0,Yes,Beverages,Organic,Private
108,49726,2019-09-10 03:00:00,1075,24.16,4,65,87679,1,No,Snacks,Organic,National
286,85751,2019-09-10 04:00:00,1050,29.33,1,53,65909,3,No,Snacks,Organic,National
49,59606,2019-09-10 05:00:00,1079,59.66,4,44,144548,0,Yes,Grocery,Regular,Private
140,40694,2019-09-10 06:00:00,1058,49.77,2,66,42161,0,No,Dairy,Organic,Private
218,41253,2019-09-10 07:00:00,1071,84.32,2,41,112637,2,No,Snacks,Organic,National
44,34230,2019-09-10 08:00:00,1013,70.1,3,49,35237,2,No,Dairy,Regular,National
269,63974,2019-09-10 09:00:00,1017,67.02,4,43,49065,0,No,Grocery,Organic,Private
78,73545,2019-09-10 10:00:00,1054,16.31,4,45,125435,2,Yes,Grocery,Organic,National
216,26925,2019-09-10 11:00:00,1093,6.47,4,28,65270,3,Yes,Dairy,Regular,National
382,16033,2019-09-10 12:00:00,1096,51.49,3,39,77605,1,No,Snacks,Organic,Private
98,72461,2019-09-10 13:00:00,1097,8.09,1,48,140226,1,Yes,Grocery,Regular,National
236,12665,2019-09-10 14:00:00,1055,37.04,1,50,57192,2,Yes,Dairy,Organic,Private
282,37025,2019-09-10 15:00:00,1048,3.59,2,59,70262,1,Yes,Snacks,Organic,Private
149,33533,2019-09-10 16:00:00,1097,18.5,3,63,144585,3,No,Grocery,Regular,National
304,55897,2019-09-10 17:00:00,1059,11.93,4,57,39435,0,No,Dairy,Regular,National
66,87661,2019-09-10 18:00:00,1052,80.3,3,50,114664,3,Yes,Dairy,Regular,Private
234,30998,2019-09-10 19:00:00,1070,35.27,2,60,90566,1,Yes,Grocery,Organic,National
87,71248,2019-09-10 20:00:00,1005,8.81,1,53,132756,1,No,Beverages,Organic,National
79,33057,2019-09-10 21:00:00,1069,27.28,1,40,73919,2,Yes,Dairy,Organic,National
205,89244,2019-09-10 22:00:00,1085,68.6,2,61,149180,2,Yes,Grocery,Organic,Private
279,93608,2019-09-10 23:00:00,1007,74.82,3,62,136995,2,Yes,Grocery,Organic,National
337,80631,2019-09-11 00:00:00,1014,12.87,2,59,91642,3,Yes,Dairy,Organic,National
254,77173,2019-09-11 01:00:00,1025,78.08,4,54,78136,3,Yes,Beverages,Regular,Private
304,90206,2019-09-11 02:00:00,1038,37.69,4,57,39435,0,No,Dairy,Regular,Private
380,48734,2019-09-11 03:00:00,1002,68.26,2,36,50159,2,Yes,Grocery,Regular,Private
130,72072,2019-09-11 04:00:00,1056,67.48,4,25,68304,0,Yes,Beverages,Organic,Private
84,74175,2019-09-11 05:00:00,1009,79.57,4,49,92752,3,Yes,Grocery,Regular,Private
276,73783,2019-09-11 06:00:00,1002,70.02,1,35,72348,0,Yes,Grocery,Regular,Private
187,80739,2019-09-11 07:00:00,1093,4.85,3,66,62479,0,No,Dairy,Regular,National
46,97054,2019-09-11 08:00:00,1045,52.43,1,33,50056,2,No,Grocery,Regular,Private
387,61042,2019-09-11 09:00:00,1021,17.45,1,47,87043,2,No,Snacks,Regular,Private
183,62357,2019-09-11 10:00:00,1066,97.03,3,51,64911,0,No,Snacks,Organic,National
268,18669,2019-09-11 11:00:00,1064,26.33,1,59,118858,0,No,Dairy,Regular,National
296,77902,2019-09-11 12:00:00,1096,42.59,4,57,85129,3,Yes,Snacks,Organic,Private
322,28910,2019-09-11 13:00:00,1018,20.47,2,43,53960,0,Yes,Dairy,Organic,Private
100,66959,2019-09-11 14:00:00,1099,14.32,2,41,39823,2,Yes,Grocery,Organic,National
78,10366,2019-09-11 15:00:00,1061,60.49,3,45,125435,2,Yes,Grocery,Organic,National
272,58415,2019-09-11 16:00:00,1097,49.82,2,44,84693,0,Yes,Grocery,Regular,National
339,19907,2019-09-11 17:00:00,1056,38.09,2,45,51732,1,No,Beverages,Organic,Private
162,42780,2019-09-11 18:00:00,1094,9.46,2,69,41338,3,No,Beverages,Organic,Private
44,67879,2019-09-11 19:00:00,1087,73.86,2,49,35237,2,No,Grocery,Organic,National
238,95159,2019-09-11 20:00:00,1075,1.58,1,43,114076,2,No,Snacks,Organic,National
134,45085,2019-09-11 21:00:00,1012,46.31,4,63,119643,0,Yes,Beverages,Organic,Private
192,75499,2019-09-11 22:00:00,1015,63.62,4,56,101180,1,Yes,Beverages,Regular,Private
356,30426,2019-09-11 23:00:00,1015,43.64,2,66,71430,0,Yes,Beverages,Regular,Private
278,58197,2019-09-12 00:00:00,1051,13.49,3,60,113285,1,No,Dairy,Regular,National
18,17485,2019-09-12 01:00:00,1083,78.05,1,26,141721,2,Yes,Dairy,Organic,National
12,59527,2019-09-12 02:00:00,1040,33.07,2,48,102615,1,No,Snacks,Regular,Private
180,74600,2019-09-12 03:00:00,1047,14.34,2,63,67841,1,Yes,Dairy,Organic,Private
123,91439,2019-09-12 04:00:00,1090,55.48,3,51,34000,3,No,Dairy,Regular,National
246,78748,2019-09-12 05:00:00,1038,2.9,1,42,53714,3,Yes,Dairy,Regular,Private
222,68528,2019-09-12 06:00:00,1012,33.08,2,58,84098,2,No,Beverages,Organic,Private
373,37799,2019-09-12 07:00:00,1003,75.31,3,60,114665,0,No,Grocery,Organic,National
51,56339,2019-09-12 08:00:00,1095,91.36,1,31,33343,1,Yes,Dairy,Regular,National
71,26087,2019-09-12 09:00:00,1097,59.58,1,38,74078,3,Yes,Grocery,Regular,National
48,17446,2019-09-12 10:00:00,1042,22.54,2,26,86556,0,Yes,Beverages,Organic,Private
19,60460,2019-09-12 11:00:00,1080,22.78,3,48,113613,0,Yes,Grocery,Regular,Private
262,68260,2019-09-12 12:00:00,1087,60.78,3,36,51677,0,Yes,Grocery,Organic,National
84,24877,2019-09-12 13:00:00,1092,41.27,2,49,92752,3,Yes,Beverages,Regular,Private
155,34723,2019-09-12 14:00:00,1045,18.55,2,37,137112,2,Yes,Grocery,Regular,Private
53,22943,2019-09-12 15:00:00,1091,78.95,2,32,83222,0,No,Dairy,Regular,Private
107,20306,2019-09-12 16:00:00,1046,20.82,3,63,81991,1,No,Grocery,Organic,National
357,46784,2019-09-12 17:00:00,1085,32.84,1,26,54504,1,No,Grocery,Organic,Private
304,30455,2019-09-12 18:00:00,1091,7.08,2,57,39435,0,No,Dairy,Regular,Private
135,81448,2019-09-12 19:00:00,1052,70.44,4,51,50764,1,No,Dairy,Regular,Private
69,39974,2019-09-12 20:00:00,1024,28.25,4,34,39435,3,Yes,Beverages,Organic,National
11,37371,2019-09-12 21:00:00,1040,24.05,2,35,69734,0,No,Snacks,Regular,Private
